SERIES.MATCH,T_Name,Game,Poss_ID,Team_1,Team_2,Origin,Start_,End_,Lost
202,USA7s,22,18,NZL,FIJ,22,4,13,TRY
203,USA7s,23,1,ENG,KEN,Line out,12,15,Poached
203,USA7s,23,2,KEN,ENG,Poach,1,6,HE
203,USA7s,23,3,ENG,KEN,Scrum,10,13,TRY
203,USA7s,23,4,ENG,KEN,Reclaim,12,13,TRY
203,USA7s,23,5,KEN,ENG,FK,8,15,Poached
203,USA7s,23,6,ENG,KEN,Poach,1,11,Intercepted
203,USA7s,23,7,KEN,ENG,Intercept,5,10,PEN
203,USA7s,23,8,ENG,KEN,PK,6,6,Kicked to touch
203,USA7s,23,9,ENG,KEN,FK,8,8,Intercepted
203,USA7s,23,10,KEN,ENG,Intercept,8,14,TRY
203,USA7s,23,11,ENG,KEN,Restart,5,14,TRY
203,USA7s,23,12,ENG,KEN,Reclaim,10,11,Intercepted
203,USA7s,23,13,KEN,ENG,Intercept,5,9,PEN
203,USA7s,23,14,ENG,KEN,PK,4,8,PEN
203,USA7s,23,15,KEN,ENG,PK,8,13,TRY
203,USA7s,23,16,ENG,KEN,Restart,2,2,Kicked to touch
204,USA7s,24,1,SCO,AUS,Restart,2,2,Kick
204,USA7s,24,2,AUS,SCO,Kick,2,8,HE
204,USA7s,24,3,SCO,AUS,Scrum,8,12,Counter ruck
204,USA7s,24,4,AUS,SCO,Counter ruck,4,13,TRY
204,USA7s,24,5,SCO,AUS,Restart,6,2,PEN
204,USA7s,24,6,AUS,SCO,PK,14,14,TRY
204,USA7s,24,7,AUS,SCO,Reclaim,11,15,TRY
204,USA7s,24,8,SCO,AUS,Restart,4,8,Poached
204,USA7s,24,9,AUS,SCO,Poach,8,14,TRY
204,USA7s,24,10,AUS,SCO,Restart,4,7,HE
204,USA7s,24,11,SCO,AUS,Scrum,9,8,Intercepted
204,USA7s,24,12,AUS,SCO,Intercept,8,14,TRY
204,USA7s,24,13,SCO,AUS,Restart,1,13,TRY
204,USA7s,24,14,SCO,AUS,Reclaim,11,11,Poached
204,USA7s,24,15,AUS,SCO,Poach,5,2,PEN
204,USA7s,24,16,SCO,AUS,PK,14,14,PT
204,USA7s,24,17,AUS,SCO,Restart,4,14,TRY
204,USA7s,24,18,SCO,AUS,Restart,4,15,PEN
204,USA7s,24,19,AUS,SCO,PK,1,9,HE
204,USA7s,24,20,SCO,AUS,Scrum,7,14,Intercepted
204,USA7s,24,21,AUS,SCO,Intercept,2,3,HE
205,USA7s,25,1,SAM,BRA,Scrum,11,14,PEN
205,USA7s,25,2,BRA,SAM,PK,2,11,PEN
205,USA7s,25,3,BRA,SAM,PK,5,13,PEN
205,USA7s,25,4,BRA,SAM,PK,3,8,PEN
205,USA7s,25,5,SAM,BRA,PK,8,15,TRY
205,USA7s,25,6,SAM,BRA,Reclaim,11,10,HE
205,USA7s,25,7,BRA,SAM,Scrum,6,4,Maul
205,USA7s,25,8,SAM,BRA,Scrum,12,13,Tackled to touch
205,USA7s,25,9,BRA,SAM,Line out,3,2,HE
205,USA7s,25,10,SAM,BRA,Restart,3,14,TRY
205,USA7s,25,11,BRA,SAM,FK,8,13,Intercepted
205,USA7s,25,12,SAM,BRA,Intercept,3,8,Poached
205,USA7s,25,13,BRA,SAM,Poach,8,5,HE
205,USA7s,25,14,SAM,BRA,Scrum,11,14,TRY
205,USA7s,25,15,SAM,BRA,Reclaim,10,14,TRY
205,USA7s,25,16,SAM,BRA,Reclaim,12,11,Intercepted
205,USA7s,25,17,BRA,SAM,Intercept,5,14,TRY
206,USA7s,26,1,KEN,POR,FK,8,11,Poached
206,USA7s,26,2,POR,KEN,Poach,5,15,HE
206,USA7s,26,3,KEN,POR,Scrum,1,4,Line out stolen
206,USA7s,26,4,POR,KEN,Line out steal,12,13,TRY
206,USA7s,26,5,POR,KEN,Reclaim,10,14,PEN
206,USA7s,26,6,KEN,POR,PK,2,15,TRY
206,USA7s,26,7,KEN,POR,PK,11,15,HE
206,USA7s,26,8,POR,KEN,Scrum,1,1,Kicked to touch
206,USA7s,26,9,POR,KEN,Restart,6,9,HE
206,USA7s,26,10,KEN,POR,Intercept,7,14,TRY
206,USA7s,26,11,POR,KEN,Line out,3,1,Tackled in goal
206,USA7s,26,12,KEN,POR,Scrum,15,15,PEN
206,USA7s,26,13,POR,KEN,PK,1,5,HE
206,USA7s,26,14,KEN,POR,Scrum,11,13,HE
206,USA7s,26,15,POR,KEN,Scrum,3,2,Tackled in goal
206,USA7s,26,16,KEN,POR,Scrum,14,14,PEN
206,USA7s,26,17,POR,KEN,PK,2,4,PEN
206,USA7s,26,18,KEN,POR,PK,12,10,Intercepted
206,USA7s,26,19,POR,KEN,Intercept,6,3,Counter ruck
206,USA7s,26,20,KEN,POR,Counter ruck,13,14,TRY
207,USA7s,27,1,SCO,WAL,Restart,5,7,Tackled to touch
207,USA7s,27,2,WAL,SCO,Line out,9,12,Intercepted
207,USA7s,27,3,SCO,WAL,Intercept,4,13,Intercepted
207,USA7s,27,4,WAL,SCO,Intercept,3,5,HE
207,USA7s,27,5,SCO,WAL,Scrum,11,14,TRY
207,USA7s,27,6,WAL,SCO,Restart,4,14,TRY
207,USA7s,27,7,SCO,WAL,Restart,5,14,TRY
207,USA7s,27,8,WAL,SCO,Restart,4,5,HE
207,USA7s,27,9,SCO,WAL,Scrum,11,11,Kicked to touch
207,USA7s,27,10,WAL,SCO,Restart,4,14,PEN
207,USA7s,27,11,SCO,WAL,PK,2,2,Kick
207,USA7s,27,12,WAL,SCO,Kick,6,5,PEN
207,USA7s,27,13,SCO,WAL,PK,11,8,Kick
207,USA7s,27,14,WAL,SCO,Kick,2,14,TRY
207,USA7s,27,15,SCO,WAL,FK,8,15,TRY
207,USA7s,27,16,WAL,SCO,Restart,4,5,Intercepted
207,USA7s,27,17,SCO,WAL,Intercept,11,11,Kicked to touch
208,USA7s,28,1,ARG,JPN,Scrum,5,15,TRY
208,USA7s,28,2,JPN,ARG,Scrum,3,14,TRY
208,USA7s,28,3,ARG,JPN,Restart,6,6,Kicked to touch
208,USA7s,28,4,JPN,ARG,Restart,5,7,Tackled to touch
208,USA7s,28,5,ARG,JPN,Line out,9,13,TRY
208,USA7s,28,6,JPN,ARG,Restart,5,13,TRY
208,USA7s,28,7,ARG,JPN,Restart,6,11,PG
209,USA7s,29,1,FIJ,FRA,Reclaim,11,13,TRY
209,USA7s,29,2,FIJ,FRA,Scrum,11,13,TRY
209,USA7s,29,3,FRA,FIJ,Restart,6,7,Tackled to touch
209,USA7s,29,4,FIJ,FRA,Line out,9,13,TRY
209,USA7s,29,5,FRA,FIJ,Restart,5,12,Poached
209,USA7s,29,6,FIJ,FRA,Poach,4,7,Kick
209,USA7s,29,7,FRA,FIJ,Kick,9,8,HE
209,USA7s,29,8,FIJ,FRA,Scrum,8,14,TRY
209,USA7s,29,9,FRA,FIJ,Scrum,10,15,TRY
209,USA7s,29,10,FIJ,FRA,Restart,6,8,HE
209,USA7s,29,11,FRA,FIJ,Scrum,8,8,Maul
209,USA7s,29,12,FIJ,FRA,Scrum,8,7,Kick
209,USA7s,29,13,FRA,FIJ,Kick,2,10,PEN
209,USA7s,29,14,FIJ,FRA,PK,6,8,HE
209,USA7s,29,15,FRA,FIJ,Scrum,8,12,Intercepted
209,USA7s,29,16,FIJ,FRA,Intercept,4,13,Tackled to touch
209,USA7s,29,17,FRA,FIJ,Line out,3,2,Intercepted
209,USA7s,29,18,FIJ,FRA,Intercept,14,13,TRY
209,USA7s,29,19,FRA,FIJ,Restart,5,14,Intercepted
209,USA7s,29,20,FIJ,FRA,Intercept,2,2,PEN
209,USA7s,29,21,FRA,FIJ,PK,14,15,TRY
210,USA7s,30,1,RSA,ENG,Restart,4,12,Tackled to touch
210,USA7s,30,2,ENG,RSA,Line out,4,4,PEN
210,USA7s,30,3,RSA,ENG,PK,12,14,HE
210,USA7s,30,4,ENG,RSA,Scrum,2,2,Poached
210,USA7s,30,5,RSA,ENG,Poach,14,14,TRY
210,USA7s,30,6,ENG,RSA,Restart,4,5,Maul
210,USA7s,30,7,RSA,ENG,Scrum,11,13,Intercepted
210,USA7s,30,8,ENG,RSA,Intercept,3,6,Tackled to touch
210,USA7s,30,9,RSA,ENG,Line out,10,14,PEN
210,USA7s,30,10,ENG,RSA,PK,2,14,TRY
210,USA7s,30,11,ENG,RSA,Restart,1,14,TRY
210,USA7s,30,12,RSA,ENG,Restart,4,14,TRY
210,USA7s,30,13,ENG,RSA,Restart,1,4,Poached
210,USA7s,30,14,RSA,ENG,Poach,12,13,TRY
210,USA7s,30,15,ENG,RSA,FK,8,15,HE
211,USA7s,31,1,AUS,NZL,Restart,3,3,Kicked to touch
211,USA7s,31,2,NZL,AUS,Line out,7,14,TRY
211,USA7s,31,3,AUS,NZL,Restart,3,3,Kick
211,USA7s,31,4,NZL,AUS,Kick,4,9,Counter ruck
211,USA7s,31,5,AUS,NZL,Counter ruck,7,7,HE
211,USA7s,31,6,NZL,AUS,Scrum,9,15,HE
211,USA7s,31,7,AUS,NZL,Scrum,1,2,Kick
211,USA7s,31,8,NZL,AUS,Kick,9,13,TRY
211,USA7s,31,9,AUS,NZL,Restart,3,3,Kick
211,USA7s,31,10,NZL,AUS,Kick,4,1,HE
211,USA7s,31,11,NZL,AUS,Restart,5,13,TRY
211,USA7s,31,12,AUS,NZL,Restart,3,2,PEN
211,USA7s,31,13,NZL,AUS,PK,14,15,TRY
211,USA7s,31,14,AUS,NZL,Restart,3,2,HE
211,USA7s,31,15,NZL,AUS,Scrum,14,15,HE
211,USA7s,31,16,AUS,NZL,Scrum,1,2,Kick
211,USA7s,31,17,NZL,AUS,Kick,4,7,Intercepted
211,USA7s,31,18,AUS,NZL,Intercept,9,14,TRY
211,USA7s,31,19,NZL,AUS,Restart,4,4,Kicked to touch
212,USA7s,32,1,CAN,USA,Restart,5,8,Poached
212,USA7s,32,2,USA,CAN,Poach,8,13,TRY
212,USA7s,32,3,USA,CAN,Reclaim,11,13,TRY
212,USA7s,32,4,USA,CAN,Reclaim,11,13,TRY
212,USA7s,32,5,CAN,USA,Restart,4,2,HE
212,USA7s,32,6,USA,CAN,Scrum,14,12,Maul
212,USA7s,32,7,CAN,USA,Scrum,4,4,HE
212,USA7s,32,8,USA,CAN,Scrum,5,6,Tackled to touch
212,USA7s,32,9,CAN,USA,Line out,10,13,Tackled to touch
212,USA7s,32,10,USA,CAN,Line out,3,2,Kick
212,USA7s,32,11,CAN,USA,Kick,6,5,Intercepted
212,USA7s,32,12,USA,CAN,Intercept,11,13,TRY
212,USA7s,32,13,CAN,USA,Restart,4,5,HE
212,USA7s,32,14,USA,CAN,Scrum,11,11,HE
212,USA7s,32,15,CAN,USA,Scrum,5,4,Tackled to touch
212,USA7s,32,16,USA,CAN,Line out,12,15,HE
212,USA7s,32,17,CAN,USA,Scrum,1,1,Tackled in goal
212,USA7s,32,18,USA,CAN,Scrum,15,15,Kicked to touch
213,USA7s,33,1,BRA,POR,Restart,4,5,PEN
213,USA7s,33,2,POR,BRA,PK,11,15,TRY
213,USA7s,33,3,BRA,POR,Restart,5,4,Tackled to touch
213,USA7s,33,4,POR,BRA,Line out,12,14,TRY
213,USA7s,33,5,BRA,POR,Restart,6,2,Intercepted
213,USA7s,33,6,POR,BRA,Intercept,14,14,PEN
213,USA7s,33,7,BRA,POR,PK,2,13,Intercepted
213,USA7s,33,8,POR,BRA,Intercept,3,9,HE
213,USA7s,33,9,BRA,POR,Scrum,7,14,TRY
213,USA7s,33,10,BRA,POR,Restart,10,10,Intercepted
213,USA7s,33,11,POR,BRA,Intercept,4,4,Intercepted
213,USA7s,33,12,BRA,POR,Intercept,12,15,TRY
213,USA7s,33,13,POR,BRA,Restart,5,9,Intercepted
213,USA7s,33,14,BRA,POR,Intercept,7,12,Tackled to touch
213,USA7s,33,15,POR,BRA,Line out,4,4,Line out stolen
213,USA7s,33,16,BRA,POR,Line out steal,12,10,PEN
213,USA7s,33,17,POR,BRA,PK,6,14,Intercepted
213,USA7s,33,18,BRA,POR,Intercept,2,7,PEN
213,USA7s,33,19,POR,BRA,PK,9,14,Intercepted
213,USA7s,33,20,BRA,POR,Intercept,2,14,TRY
213,USA7s,33,21,POR,BRA,PK,6,14,TRY
213,USA7s,33,22,BRA,POR,Restart,5,8,Intercepted
213,USA7s,33,23,POR,BRA,Intercept,8,14,TRY
214,USA7s,34,1,WAL,JPN,Restart,6,14,TRY
214,USA7s,34,2,WAL,JPN,Scrum,11,14,TRY
214,USA7s,34,3,JPN,WAL,Restart,6,10,Counter ruck
214,USA7s,34,4,WAL,JPN,Counter ruck,6,14,TRY
214,USA7s,34,5,JPN,WAL,Restart,5,14,TRY
214,USA7s,34,6,WAL,JPN,Restart,6,14,TRY
214,USA7s,34,7,JPN,WAL,Restart,6,5,Intercepted
214,USA7s,34,8,WAL,JPN,Intercept,11,14,TRY
214,USA7s,34,9,JPN,WAL,Restart,6,5,Intercepted
214,USA7s,34,10,WAL,JPN,Intercept,11,14,TRY
214,USA7s,34,11,JPN,WAL,PK,6,14,TRY
214,USA7s,34,12,WAL,JPN,Restart,5,9,Poached
214,USA7s,34,13,JPN,WAL,Poach,7,13,TRY
214,USA7s,34,14,JPN,WAL,Reclaim,11,14,TRY
214,USA7s,34,15,JPN,WAL,Reclaim,10,10,HE
214,USA7s,34,16,WAL,JPN,Scrum,6,6,Scrum stolen
214,USA7s,34,17,JPN,WAL,Scrum steal,10,11,Kick
214,USA7s,34,18,WAL,JPN,Kick,1,3,PEN
214,USA7s,34,19,JPN,WAL,PK,13,14,TRY
214,USA7s,34,20,WAL,JPN,FK,8,13,TRY
215,USA7s,35,1,KEN,SAM,Restart,6,7,HE
215,USA7s,35,2,SAM,KEN,Scrum,9,14,Poached
215,USA7s,35,3,KEN,SAM,Poach,2,13,TRY
215,USA7s,35,4,SAM,KEN,Restart,5,8,HE
215,USA7s,35,5,KEN,SAM,Scrum,8,8,Kicked to touch
215,USA7s,35,6,SAM,KEN,Line out,3,13,TRY
215,USA7s,35,7,KEN,SAM,Restart,6,9,PEN
215,USA7s,35,8,SAM,KEN,PK,7,12,HE
215,USA7s,35,9,SAM,KEN,FK,8,12,Poached
215,USA7s,35,10,KEN,SAM,Poach,4,7,Intercepted
215,USA7s,35,11,SAM,KEN,Intercept,9,8,Intercepted
215,USA7s,35,12,KEN,SAM,Intercept,8,14,TRY
215,USA7s,35,13,KEN,SAM,Reclaim,11,14,PEN
215,USA7s,35,14,SAM,KEN,PK,2,5,Kick
215,USA7s,35,15,KEN,SAM,Kick,9,11,HE
215,USA7s,35,16,SAM,KEN,Scrum,5,5,PEN
215,USA7s,35,17,KEN,SAM,PK,11,14,HE
215,USA7s,35,18,SAM,KEN,Scrum,1,3,Tackled to touch
215,USA7s,35,19,KEN,SAM,Line out,13,15,TRY
215,USA7s,35,20,SAM,KEN,Restart,6,12,HE
215,USA7s,35,21,KEN,SAM,Scrum,4,5,Kicked to touch
216,USA7s,36,1,SCO,ARG,Reclaim,12,13,TRY
216,USA7s,36,2,ARG,SCO,Restart,4,5,PEN
216,USA7s,36,3,SCO,ARG,PK,11,10,Kick
216,USA7s,36,4,ARG,SCO,Kick,3,2,Kicked to touch
216,USA7s,36,5,SCO,ARG,Line out,7,9,Intercepted
216,USA7s,36,6,ARG,SCO,Intercept,7,13,HE
216,USA7s,36,7,SCO,ARG,Scrum,3,2,Tackled in goal
216,USA7s,36,8,ARG,SCO,Scrum,14,14,TRY
216,USA7s,36,9,SCO,ARG,FK,8,10,Intercepted
216,USA7s,36,10,ARG,SCO,Intercept,6,11,Kick
216,USA7s,36,11,SCO,ARG,Line out,1,2,Kick
216,USA7s,36,12,ARG,SCO,Kick,11,13,Line out infraction
216,USA7s,36,13,SCO,ARG,Scrum,3,15,TRY
216,USA7s,36,14,SCO,ARG,Reclaim,12,14,TRY
216,USA7s,36,15,ARG,SCO,FK,8,14,TRY
216,USA7s,36,16,SCO,ARG,Restart,4,5,Poached
216,USA7s,36,17,ARG,SCO,Poach,11,14,HE
216,USA7s,36,18,SCO,ARG,Scrum,2,4,Intercepted
216,USA7s,36,19,ARG,SCO,Intercept,12,14,TRY
217,USA7s,37,1,ENG,FRA,Scrum,12,14,TRY
217,USA7s,37,2,FRA,ENG,Restart,4,13,PEN
217,USA7s,37,3,ENG,FRA,PK,3,6,Line out stolen
217,USA7s,37,4,FRA,ENG,Line out steal,10,13,TRY
217,USA7s,37,5,ENG,FRA,Restart,6,12,Tackled to touch
217,USA7s,37,6,FRA,ENG,Line out,4,4,PEN
217,USA7s,37,7,ENG,FRA,PK,12,15,TRY
217,USA7s,37,8,ENG,FRA,PK,6,14,TRY
217,USA7s,37,9,FRA,ENG,Restart,4,6,Poached
217,USA7s,37,10,ENG,FRA,Poach,10,14,HE
217,USA7s,37,11,FRA,ENG,Scrum,2,3,Kick
217,USA7s,37,12,ENG,FRA,Kick,8,12,Kicked to touch
217,USA7s,37,13,FRA,ENG,Line out,1,8,PEN
217,USA7s,37,14,ENG,FRA,PK,8,14,TRY
218,USA7s,38,1,AUS,CAN,Scrum,14,13,TRY
218,USA7s,38,2,AUS,CAN,Reclaim,12,13,TRY
218,USA7s,38,3,AUS,CAN,Reclaim,8,9,Poached
218,USA7s,38,4,CAN,AUS,Poach,7,7,HE
218,USA7s,38,5,AUS,CAN,Line out,9,13,PEN
218,USA7s,38,6,CAN,AUS,PK,3,10,PEN
218,USA7s,38,7,AUS,CAN,PK,6,13,TRY
218,USA7s,38,8,CAN,AUS,Scrum,14,14,Poached
218,USA7s,38,9,AUS,CAN,Poach,2,12,HE
218,USA7s,38,10,CAN,AUS,Scrum,4,7,PEN
218,USA7s,38,11,AUS,CAN,PK,9,9,Kick
218,USA7s,38,12,CAN,AUS,Kick,1,9,HE
218,USA7s,38,13,AUS,CAN,Line out,7,7,Line out stolen
218,USA7s,38,14,CAN,AUS,Line out steal,9,7,Tackled to touch
218,USA7s,38,15,AUS,CAN,Line out,9,9,Line out infraction
218,USA7s,38,16,CAN,AUS,FK,7,13,PEN
218,USA7s,38,17,AUS,CAN,PK,3,8,PEN
218,USA7s,38,18,CAN,AUS,PK,8,12,PEN
218,USA7s,38,19,AUS,CAN,PK,4,4,Kicked to touch
219,USA7s,39,1,RSA,FIJ,Reclaim,12,15,Intercepted
219,USA7s,39,2,FIJ,RSA,Intercept,1,2,Kick
219,USA7s,39,3,RSA,FIJ,Kick,4,12,HE
219,USA7s,39,4,FIJ,RSA,Scrum,4,14,TRY
219,USA7s,39,5,RSA,FIJ,Restart,5,10,Intercepted
219,USA7s,39,6,FIJ,RSA,Intercept,6,15,TRY
219,USA7s,39,7,FIJ,RSA,Reclaim,11,11,Kick
219,USA7s,39,8,RSA,FIJ,Kick,2,8,PEN
219,USA7s,39,9,FIJ,RSA,PK,8,13,TRY
219,USA7s,39,10,FIJ,RSA,Reclaim,11,13,TRY
219,USA7s,39,11,RSA,FIJ,Restart,3,13,TRY
219,USA7s,39,12,FIJ,RSA,Restart,4,7,PEN
219,USA7s,39,13,RSA,FIJ,PK,9,12,Intercepted
219,USA7s,39,14,FIJ,RSA,Intercept,4,15,Intercepted
219,USA7s,39,15,RSA,FIJ,Intercept,1,2,HE
219,USA7s,39,16,FIJ,RSA,Scrum,14,14,PEN
219,USA7s,39,17,RSA,FIJ,PK,2,14,TRY
219,USA7s,39,18,RSA,FIJ,Reclaim,12,15,TRY
219,USA7s,39,19,FIJ,RSA,Restart,4,7,Tackled to touch
220,USA7s,40,1,USA,NZL,Restart,3,14,TRY
220,USA7s,40,2,NZL,USA,Restart,5,14,TRY
220,USA7s,40,3,USA,NZL,Restart,3,7,HE
220,USA7s,40,4,NZL,USA,Scrum,9,13,TRY
220,USA7s,40,5,USA,NZL,Restart,4,4,Poached
220,USA7s,40,6,NZL,USA,Poach,12,15,TRY
220,USA7s,40,7,NZL,USA,Restart,5,5,HE
220,USA7s,40,8,USA,NZL,Scrum,11,15,HE
220,USA7s,40,9,NZL,USA,Scrum,1,1,Kicked to touch
220,USA7s,40,10,USA,NZL,Line out,12,12,Line out stolen
220,USA7s,40,11,NZL,USA,Line out steal,4,10,Tackled to touch
220,USA7s,40,12,USA,NZL,Line out,6,15,TRY
220,USA7s,40,13,NZL,USA,Restart,1,15,TRY
220,USA7s,40,14,USA,NZL,Restart,2,4,Intercepted
220,USA7s,40,15,NZL,USA,Intercept,12,9,Tackled to touch
221,USA7s,41,1,WAL,POR,Restart,5,4,Intercepted
221,USA7s,41,2,POR,WAL,Intercept,12,15,HE
221,USA7s,41,3,WAL,POR,Scrum,1,1,Kick
221,USA7s,41,4,POR,WAL,Kick,7,1,Poached
221,USA7s,41,5,WAL,POR,Poach,15,14,HE
221,USA7s,41,6,POR,WAL,Scrum,2,2,Tackled in goal
221,USA7s,41,7,WAL,POR,Scrum,14,15,Intercepted
221,USA7s,41,8,POR,WAL,Intercept,1,13,TRY
221,USA7s,41,9,POR,WAL,Reclaim,9,14,TRY
221,USA7s,41,10,POR,WAL,Restart,1,14,TRY
221,USA7s,41,11,WAL,POR,Restart,6,5,HE
221,USA7s,41,12,POR,WAL,Scrum,11,8,PEN
221,USA7s,41,13,WAL,POR,PK,8,15,TRY
221,USA7s,41,14,WAL,POR,PK,10,15,TRY
221,USA7s,41,15,POR,WAL,Scrum,8,8,PEN
221,USA7s,41,16,WAL,POR,PK,8,9,Intercepted
221,USA7s,41,17,POR,WAL,Intercept,7,10,Intercepted
221,USA7s,41,18,WAL,POR,Intercept,6,6,Tackled to touch
221,USA7s,41,19,POR,WAL,Line out,10,7,HE
222,USA7s,42,1,KEN,ARG,Reclaim,10,10,HE
222,USA7s,42,2,ARG,KEN,Scrum,6,10,PEN
222,USA7s,42,3,KEN,ARG,PK,6,14,TRY
222,USA7s,42,4,ARG,KEN,Restart,2,7,Intercepted
222,USA7s,42,5,KEN,ARG,Intercept,6,8,Intercepted
222,USA7s,42,6,ARG,KEN,Intercept,8,14,TRY
222,USA7s,42,7,KEN,ARG,Scrum,6,6,Scrum stolen
222,USA7s,42,8,ARG,KEN,Scrum steal,12,12,Poached
222,USA7s,42,9,KEN,ARG,Poach,4,8,Kick
222,USA7s,42,10,ARG,KEN,Kick,2,2,Kicked to touch
222,USA7s,42,11,KEN,ARG,Restart,6,14,TRY
222,USA7s,42,12,KEN,ARG,Reclaim,11,15,TRY
222,USA7s,42,13,KEN,ARG,Reclaim,11,13,TRY
222,USA7s,42,14,KEN,ARG,Reclaim,11,7,Kick
222,USA7s,42,15,ARG,KEN,Kick,2,14,TRY
222,USA7s,42,16,KEN,ARG,Restart,6,2,Kick
222,USA7s,42,17,ARG,KEN,Kick,8,14,TRY
223,USA7s,43,1,ENG,AUS,Restart,1,2,Kicked to touch
223,USA7s,43,2,AUS,ENG,Line out,7,14,TRY
223,USA7s,43,3,ENG,AUS,FK,8,11,HE
223,USA7s,43,4,AUS,ENG,Scrum,5,15,TRY
223,USA7s,43,5,AUS,ENG,Reclaim,12,14,TRY
223,USA7s,43,6,ENG,AUS,Restart,1,14,TRY
223,USA7s,43,7,AUS,ENG,Restart,4,7,Counter ruck
223,USA7s,43,8,ENG,AUS,Counter ruck,9,9,PEN
223,USA7s,43,9,AUS,ENG,PK,7,7,Kick
223,USA7s,43,10,ENG,AUS,Kick,3,13,TRY
223,USA7s,43,11,AUS,ENG,FK,8,14,PEN
223,USA7s,43,12,ENG,AUS,PK,2,6,HE
223,USA7s,43,13,AUS,ENG,Scrum,10,13,PEN
223,USA7s,43,14,ENG,AUS,PK,3,10,Counter ruck
223,USA7s,43,15,AUS,ENG,Counter ruck,6,9,Kicked to touch
224,USA7s,44,1,USA,RSA,Restart,4,4,Poached
224,USA7s,44,2,RSA,USA,Poach,12,15,TRY
224,USA7s,44,3,USA,RSA,Restart,4,12,PEN
224,USA7s,44,4,RSA,USA,PK,4,14,TRY
224,USA7s,44,5,USA,RSA,Restart,1,9,Line out stolen
224,USA7s,44,6,RSA,USA,Line out steal,7,14,TRY
224,USA7s,44,7,USA,RSA,Restart,1,9,Intercepted
224,USA7s,44,8,RSA,USA,Intercept,7,10,HE
224,USA7s,44,9,USA,RSA,Scrum,6,6,Scrum stolen
224,USA7s,44,10,RSA,USA,Scrum steal,10,8,HE
224,USA7s,44,11,RSA,USA,FK,8,10,Poached
224,USA7s,44,12,USA,RSA,Poach,6,10,HE
224,USA7s,44,13,RSA,USA,Scrum,6,15,PEN
224,USA7s,44,14,USA,RSA,PK,1,2,Kick
224,USA7s,44,15,RSA,USA,Kick,4,6,Poached
224,USA7s,44,16,USA,RSA,Poach,6,7,Intercepted
224,USA7s,44,17,RSA,USA,Intercept,9,15,TRY
224,USA7s,44,18,USA,RSA,Restart,4,5,PEN
224,USA7s,44,19,RSA,USA,PK,11,14,TRY
225,USA7s,45,1,FIJ,NZL,Line out,4,4,Line out infraction
225,USA7s,45,2,NZL,FIJ,Scrum,12,15,Kicked to touch
225,USA7s,45,3,FIJ,NZL,Line out,1,1,HE
225,USA7s,45,4,NZL,FIJ,Scrum,15,12,HE
225,USA7s,45,5,FIJ,NZL,Scrum,4,14,TRY
225,USA7s,45,6,NZL,FIJ,Restart,2,3,Tackled in goal
225,USA7s,45,7,FIJ,NZL,Scrum,13,14,TRY
225,USA7s,45,8,FIJ,NZL,Reclaim,11,13,Intercepted
225,USA7s,45,9,NZL,FIJ,Intercept,3,3,Kick
225,USA7s,45,10,FIJ,NZL,Kick,10,10,Tackled to touch
225,USA7s,45,11,NZL,FIJ,Line out,6,8,Maul
225,USA7s,45,12,FIJ,NZL,Scrum,8,11,Kick
225,USA7s,45,13,NZL,FIJ,Kick,2,2,Kick
225,USA7s,45,14,FIJ,NZL,Kick,10,15,Intercepted
225,USA7s,45,15,NZL,FIJ,Intercept,1,1,PEN
225,USA7s,45,16,FIJ,NZL,PK,15,13,TRY
225,USA7s,45,17,NZL,FIJ,FK,8,11,PEN
225,USA7s,45,18,FIJ,NZL,PK,5,6,Kicked to touch
225,USA7s,45,19,NZL,FIJ,Restart,5,5,Poached
225,USA7s,45,20,FIJ,NZL,Poach,11,14,TRY
225,USA7s,45,21,NZL,FIJ,Restart,5,15,TRY
225,USA7s,45,22,NZL,FIJ,Reclaim,12,14,Poached
225,USA7s,45,23,FIJ,NZL,Poach,2,13,TRY
225,USA7s,45,24,NZL,FIJ,Restart,3,14,TRY
225,USA7s,45,25,NZL,FIJ,Reclaim,11,14,TRY
225,USA7s,45,26,FIJ,NZL,Restart,4,9,PEN
225,USA7s,45,27,NZL,FIJ,PK,7,15,Intercepted
225,USA7s,45,28,FIJ,NZL,Intercept,1,5,HE
225,USA7s,45,29,NZL,FIJ,Scrum,11,11,Kicked to touch
226,HK7s,1,1,ENG,WAL,Restart,1,5,Intercepted
226,HK7s,1,2,WAL,ENG,Intercept,11,14,Counter ruck
226,HK7s,1,3,ENG,WAL,Counter ruck,2,3,PEN
226,HK7s,1,4,WAL,ENG,PK,13,14,TRY
226,HK7s,1,5,ENG,WAL,Restart,4,14,TRY
226,HK7s,1,6,WAL,ENG,Restart,5,2,Intercepted
226,HK7s,1,7,ENG,WAL,Intercept,11,14,TRY
226,HK7s,1,8,WAL,ENG,Restart,4,14,TRY
226,HK7s,1,9,ENG,WAL,Restart,4,15,TRY
226,HK7s,1,10,ENG,WAL,Reclaim,12,12,PEN
226,HK7s,1,11,WAL,ENG,PK,4,2,PEN
226,HK7s,1,12,ENG,WAL,PK,14,14,TRY
226,HK7s,1,13,WAL,ENG,Restart,4,13,Tackled to touch
226,HK7s,1,14,ENG,WAL,Line out,3,15,Tackled to touch
226,HK7s,1,15,WAL,ENG,Line out,1,14,TRY
226,HK7s,1,16,ENG,WAL,Restart,6,11,Kick
